"Alt","Year","Hatch_Date","Retention","Develop_Mod","Drift_Mod","anoxic_layer","Long_Term_Growth_Rate"
"1",1980,1980-06-18,0.0155507837220815,"New",0.9,TRUE,0.916004910576392
"1",1980,1980-06-18,0.00220054755302343,"New",1,TRUE,0.894330324940617
"1",1980,1980-06-18,0.00201264007157556,"Old",0.9,TRUE,0.89338832035803
"1",1980,1980-06-18,0.000720078340577276,"Old",1,TRUE,0.882765642310569
"1",1980,1980-06-18,0.00800074596492882,"New",0.9,FALSE,0.908384024139094
"1",1980,1980-06-18,0.00112813735038814,"New",1,FALSE,0.887357440365892
"1",1980,1980-06-18,0.0013374904526114,"Old",0.9,FALSE,0.889117368057923
"1",1980,1980-06-18,0.000630024401886628,"Old",1,FALSE,0.881412433047688
"1",1980,1980-06-21,0.0694450248092532,"New",0.9,TRUE,0.934583146935801
"1",1980,1980-06-21,0.0097140847564906,"New",1,TRUE,0.910577762955555
"1",1980,1980-06-21,0.0105467962756387,"Old",0.9,TRUE,0.911515065696489
"1",1980,1980-06-21,0.000882236753111681,"Old",1,TRUE,0.884834180679882
"1",1980,1980-06-21,0.0403795369549513,"New",0.9,FALSE,0.927576737819126
"1",1980,1980-06-21,0.00337701235746301,"New",1,FALSE,0.898899605575914
"1",1980,1980-06-21,0.0058150034229914,"Old",0.9,FALSE,0.904827137000401
"1",1980,1980-06-21,0.000464974962615941,"Old",1,FALSE,0.878356751422605
"1",1980,1980-06-25,0.999999978300515,"New",0.9,TRUE,0.977399087693639
"1",1980,1980-06-25,0.999894064666801,"New",1,TRUE,0.977396960166627
"1",1980,1980-06-25,0.96682730290253,"Old",0.9,TRUE,0.976723835635199
"1",1980,1980-06-25,0.587005825686947,"Old",1,TRUE,0.967255682985483
"1",1980,1980-06-25,0.999999978300514,"New",0.9,FALSE,0.977399087693642
"1",1980,1980-06-25,0.999894060096555,"New",1,FALSE,0.977396960074819
"1",1980,1980-06-25,0.966705440897421,"Old",0.9,FALSE,0.976721321446597
"1",1980,1980-06-25,0.573225184462034,"Old",1,FALSE,0.966827513648532
"1",1983,1983-06-18,0.0289000567626714,"New",0.9,TRUE,0.923422410536002
"1",1983,1983-06-18,0.0141911247502484,"New",1,TRUE,0.914936909969401
"1",1983,1983-06-18,0.0196507190515364,"Old",0.9,TRUE,0.918766635519375
"1",1983,1983-06-18,0.00952866278093342,"Old",1,TRUE,0.910358781723757
"1",1983,1983-06-18,0.0274774260196374,"New",0.9,FALSE,0.922805294076449
"1",1983,1983-06-18,0.0130058284100597,"New",1,FALSE,0.913924710957424
"1",1983,1983-06-18,0.0188987918502621,"Old",0.9,FALSE,0.918303042526836
"1",1983,1983-06-18,0.0090729183277939,"Old",1,FALSE,0.909803010963487
"1",1983,1983-06-21,0.152044477443674,"New",0.9,TRUE,0.945455469736581
"1",1983,1983-06-21,0.0801487777547898,"New",1,TRUE,0.936499824707051
"1",1983,1983-06-21,0.0983368250756818,"Old",0.9,TRUE,0.93928683679784
"1",1983,1983-06-21,0.0484873101368678,"Old",1,TRUE,0.929900982313186
"1",1983,1983-06-21,0.139694831827632,"New",0.9,FALSE,0.944229801147432
"1",1983,1983-06-21,0.0701411633662376,"New",1,FALSE,0.934715574568185
"1",1983,1983-06-21,0.0922594141423861,"Old",0.9,FALSE,0.938410589585881
"1",1983,1983-06-21,0.04405827639977,"Old",1,FALSE,0.928679444621217
"1",1983,1983-06-22,0.361112289757934,"New",0.9,TRUE,0.958856746992346
"1",1983,1983-06-22,0.187138148262207,"New",1,TRUE,0.948519519895211
"1",1983,1983-06-22,0.217419981434258,"Old",0.9,TRUE,0.950788253828409
"1",1983,1983-06-22,0.100547299586747,"Old",1,TRUE,0.939593688152892
"1",1983,1983-06-22,0.335683182981344,"New",0.9,FALSE,0.957654773818032
"1",1983,1983-06-22,0.162110943454369,"New",1,FALSE,0.946392142131293
"1",1983,1983-06-22,0.203056837305873,"Old",0.9,FALSE,0.949748377463697
"1",1983,1983-06-22,0.0900244671812938,"Old",1,FALSE,0.938075445238845
"1",1983,1983-06-25,0.917855605848146,"New",0.9,TRUE,0.975692600980256
"1",1983,1983-06-25,0.70036752035899,"New",1,TRUE,0.970499753259435
"1",1983,1983-06-25,0.742741719224395,"Old",0.9,TRUE,0.971603956279474
"1",1983,1983-06-25,0.434605145355247,"Old",1,TRUE,0.961973822084126
"1",1983,1983-06-25,0.917367940496572,"New",0.9,FALSE,0.975682114483833
"1",1983,1983-06-25,0.697006789507184,"New",1,FALSE,0.970409901563936
"1",1983,1983-06-25,0.74106132374046,"Old",0.9,FALSE,0.971561143146747
"1",1983,1983-06-25,0.430325350051067,"Old",1,FALSE,0.961804756372791
"1",1985,1985-06-18,0.0027914298151071,"New",0.9,TRUE,0.896857497346413
"1",1985,1985-06-18,0.00140639518533882,"New",1,TRUE,0.8896388226204
"1",1985,1985-06-18,0.00145321743819288,"Old",0.9,TRUE,0.889979305078163
"1",1985,1985-06-18,0.000950921333509347,"Old",1,TRUE,0.885601323643753
"1",1985,1985-06-18,0.00174912747726396,"New",0.9,FALSE,0.891914096231179
"1",1985,1985-06-18,0.000989816833796892,"New",1,FALSE,0.886012342408546
"1",1985,1985-06-18,0.00118172325225789,"Old",0.9,FALSE,0.887836145769612
"1",1985,1985-06-18,0.000804361188620211,"Old",1,FALSE,0.883891247471136
"1",1985,1985-06-21,0.0037980582315958,"New",0.9,TRUE,0.900168277426108
"1",1985,1985-06-21,0.00232084045548623,"New",1,TRUE,0.894893654143484
"1",1985,1985-06-21,0.00262772186731391,"Old",0.9,TRUE,0.89621294687556
"1",1985,1985-06-21,0.00157983672559475,"Old",1,TRUE,0.89084972939226
"1",1985,1985-06-21,0.00321373660857636,"New",0.9,FALSE,0.898366538574099
"1",1985,1985-06-21,0.00200419409280592,"New",1,FALSE,0.893344022763036
"1",1985,1985-06-21,0.00241379475737051,"Old",0.9,FALSE,0.895310100657612
"1",1985,1985-06-21,0.00141200468121741,"Old",1,FALSE,0.889680184464926
"1",1985,1985-06-22,0.00669312062049328,"New",0.9,TRUE,0.906387357858082
"1",1985,1985-06-22,0.00355301653077295,"New",1,TRUE,0.899447337057748
"1",1985,1985-06-22,0.00377378070493521,"Old",0.9,TRUE,0.900098862093681
"1",1985,1985-06-22,0.00211591276525475,"Old",1,TRUE,0.893915993623448
"1",1985,1985-06-22,0.00529347309195576,"New",0.9,FALSE,0.903790967961297
"1",1985,1985-06-22,0.0028173282047674,"New",1,FALSE,0.896956135331475
"1",1985,1985-06-22,0.00329944172514554,"Old",0.9,FALSE,0.898649494705512
"1",1985,1985-06-22,0.00178784139851763,"Old",1,FALSE,0.892143543908955
"1",1985,1985-06-25,0.0213302871311094,"New",0.9,TRUE,0.919745368795458
"1",1985,1985-06-25,0.00944877895551802,"New",1,TRUE,0.910263200597527
"1",1985,1985-06-25,0.0106843097783442,"Old",0.9,TRUE,0.91166311562133
"1",1985,1985-06-25,0.00574289283435773,"Old",1,TRUE,0.90468925378589
"1",1985,1985-06-25,0.0130494872346091,"New",0.9,FALSE,0.913963498698903
"1",1985,1985-06-25,0.0068029735857318,"New",1,FALSE,0.906568707053256
"1",1985,1985-06-25,0.00871260943540882,"Old",0.9,FALSE,0.909344673718234
"1",1985,1985-06-25,0.00483489940926297,"Old",1,FALSE,0.902796379765824
"1",1986,1986-06-07,0.0340948632265327,"New",0.9,TRUE,0.925460964757283
"1",1986,1986-06-07,0.00936175869521875,"New",1,TRUE,0.910158210713918
"1",1986,1986-06-07,0.0085265373366468,"Old",0.9,TRUE,0.909100931574163
"1",1986,1986-06-07,0.00241268535541656,"Old",1,TRUE,0.895305221677912
"1",1986,1986-06-07,0.0192192989155689,"New",0.9,FALSE,0.91850270660003
"1",1986,1986-06-07,0.0045832397717445,"New",1,FALSE,0.902211736983438
"1",1986,1986-06-07,0.00557039337465707,"Old",0.9,FALSE,0.90435263245209
"1",1986,1986-06-07,0.0016272069348245,"Old",1,FALSE,0.891158205607071
"1",1986,1986-06-10,0.205387755752292,"New",0.9,TRUE,0.949921324516211
"1",1986,1986-06-10,0.0754926463329523,"New",1,TRUE,0.935696041698038
"1",1986,1986-06-10,0.082078917384728,"Old",0.9,TRUE,0.936820863964064
"1",1986,1986-06-10,0.0229040195919137,"Old",1,TRUE,0.920599620500366
"1",1986,1986-06-10,0.187285937289009,"New",0.9,FALSE,0.948531334766573
"1",1986,1986-06-10,0.0644407368078972,"New",1,FALSE,0.933594519717796
"1",1986,1986-06-10,0.074300466391098,"Old",0.9,FALSE,0.935483127135185
"1",1986,1986-06-10,0.0202421852913846,"Old",1,FALSE,0.919119861495954
"1",1986,1986-06-14,0.999978711414141,"New",0.9,TRUE,0.977398660512
"1",1986,1986-06-14,0.996539851720706,"New",1,TRUE,0.977329490379194
"1",1986,1986-06-14,0.968892936024345,"Old",0.9,TRUE,0.976766414462367
"1",1986,1986-06-14,0.746098276775852,"Old",1,TRUE,0.971689242738651
"1",1986,1986-06-14,0.999978711295211,"New",0.9,FALSE,0.977398660509616
"1",1986,1986-06-14,0.99653575957611,"New",1,FALSE,0.977329407956255
"1",1986,1986-06-14,0.968794157671092,"Old",0.9,FALSE,0.976764379985944
"1",1986,1986-06-14,0.741808179202879,"Old",1,FALSE,0.971580181136906
"1",1986,1986-06-17,0.999978364872248,"New",0.9,TRUE,0.977398653551062
"1",1986,1986-06-17,0.996168806527716,"New",1,TRUE,0.977322015791614
"1",1986,1986-06-17,0.978631794261567,"Old",0.9,TRUE,0.976966197653725
"1",1986,1986-06-17,0.799903914157255,"Old",1,TRUE,0.973016141706465
"1",1986,1986-06-17,0.999978364669967,"New",0.9,FALSE,0.977398653546997
"1",1986,1986-06-17,0.996165667967368,"New",1,FALSE,0.977321952556908
"1",1986,1986-06-17,0.978608102971018,"Old",0.9,FALSE,0.976965713564911
"1",1986,1986-06-17,0.7985969438076,"Old",1,FALSE,0.972984769177869
"1",1987,1987-06-10,0.370784514586167,"New",0.9,TRUE,0.959295475131965
"1",1987,1987-06-10,0.194703319385172,"New",1,TRUE,0.949114265226972
"1",1987,1987-06-10,0.135312652757022,"Old",0.9,TRUE,0.943772121375243
"1",1987,1987-06-10,0.0611000288705316,"Old",1,TRUE,0.932895406309648
"1",1987,1987-06-10,0.358833453173511,"New",0.9,FALSE,0.9587519596538
"1",1987,1987-06-10,0.183645377863715,"New",1,FALSE,0.948237930410519
"1",1987,1987-06-10,0.129125377700399,"Old",0.9,FALSE,0.94310337444213
"1",1987,1987-06-10,0.0573343176393976,"Old",1,FALSE,0.932064840598979
"1",1987,1987-06-17,0.812583783861997,"New",0.9,TRUE,0.973318403044447
"1",1987,1987-06-17,0.572262507901147,"New",1,TRUE,0.96679729189893
"1",1987,1987-06-17,0.486370920646947,"Old",0.9,TRUE,0.96391737674709
"1",1987,1987-06-17,0.267320051197082,"Old",1,TRUE,0.953996853752266
"1",1987,1987-06-17,0.809592366849792,"New",0.9,FALSE,0.973247435312508
"1",1987,1987-06-17,0.56398417030724,"New",1,FALSE,0.966535687455017
"1",1987,1987-06-17,0.479939157944854,"Old",0.9,FALSE,0.963685412226743
"1",1987,1987-06-17,0.259405499024626,"Old",1,FALSE,0.953523852412602
"1",1987,1987-06-18,0.361164301840743,"New",0.9,TRUE,0.958859132227049
"1",1987,1987-06-18,0.23092287938041,"New",1,TRUE,0.951713675570678
"1",1987,1987-06-18,0.269158536561899,"Old",0.9,TRUE,0.954105031617487
"1",1987,1987-06-18,0.158807601701136,"Old",1,TRUE,0.946090467227764
"1",1987,1987-06-18,0.338854841407704,"New",0.9,FALSE,0.957808751974946
"1",1987,1987-06-18,0.209809746760995,"New",1,FALSE,0.950244857603869
"1",1987,1987-06-18,0.25673933058077,"Old",0.9,FALSE,0.953361763007
"1",1987,1987-06-18,0.149388919376262,"Old",1,FALSE,0.945199416951181
"1",1987,1987-06-21,0.828342720678825,"New",0.9,TRUE,0.973688858547631
"1",1987,1987-06-21,0.650650711205011,"New",1,TRUE,0.969133497984788
"1",1987,1987-06-21,0.692616926791348,"Old",0.9,TRUE,0.97029200899775
"1",1987,1987-06-21,0.478364609957842,"Old",1,TRUE,0.963628237611664
"1",1987,1987-06-21,0.825353167479933,"New",0.9,FALSE,0.973619016059386
"1",1987,1987-06-21,0.643560253337657,"New",1,FALSE,0.96893184693514
"1",1987,1987-06-21,0.68907635451088,"Old",0.9,FALSE,0.970196486003484
"1",1987,1987-06-21,0.472418205062188,"Old",1,FALSE,0.963410912147466
"1",1987,1987-06-25,0.99287450252363,"New",0.9,TRUE,0.977255556258648
"1",1987,1987-06-25,0.951189253979323,"New",1,TRUE,0.976399127932044
"1",1987,1987-06-25,0.935975984322446,"Old",0.9,TRUE,0.97607915213486
"1",1987,1987-06-25,0.7852930238525,"Old",1,TRUE,0.97266306411434
"1",1987,1987-06-25,0.992872253753102,"New",0.9,FALSE,0.977255510832203
"1",1987,1987-06-25,0.951143016464672,"New",1,FALSE,0.976398161603308
"1",1987,1987-06-25,0.935941343775866,"Old",0.9,FALSE,0.976078418858251
"1",1987,1987-06-25,0.78583069226868,"Old",1,FALSE,0.972676149761497
"1",1997,1997-07-05,0.995363021107308,"New",0.9,TRUE,0.977305775907818
"1",1997,1997-07-05,0.960012064955326,"New",1,TRUE,0.976582840069852
"1",1997,1997-07-05,0.86517750235136,"Old",0.9,TRUE,0.974533321895997
"1",1997,1997-07-05,0.652985953150298,"Old",1,TRUE,0.969199523559824
"1",1997,1997-07-05,0.995361909045659,"New",0.9,FALSE,0.97730575348802
"1",1997,1997-07-05,0.959970631252179,"New",1,FALSE,0.976581980454733
"1",1997,1997-07-05,0.864992970325824,"Old",0.9,FALSE,0.974529163390899
"1",1997,1997-07-05,0.652441991055158,"Old",1,FALSE,0.9691841608607
"1",2000,2000-06-16,0.00063117837567851,"New",0.9,TRUE,0.881430928917886
"1",2000,2000-06-16,0.000299346818884684,"New",1,TRUE,0.873976176537151
"1",2000,2000-06-16,0.000585029261013227,"Old",0.9,TRUE,0.880664420241369
"1",2000,2000-06-16,0.000264652175491454,"Old",1,TRUE,0.87276067250172
"1",2000,2000-06-16,0.000467404363333229,"New",0.9,FALSE,0.878408930409728
"1",2000,2000-06-16,0.000226001171286105,"New",1,FALSE,0.8712089058492
"1",2000,2000-06-16,0.000492029991231695,"Old",0.9,FALSE,0.878923481451697
"1",2000,2000-06-16,0.000224624823194262,"Old",1,FALSE,0.871148997926854
"1",2000,2000-06-21,0.703463636793166,"New",0.9,TRUE,0.970582224037021
"1",2000,2000-06-21,0.183890418200384,"New",1,TRUE,0.948257835339164
"1",2000,2000-06-21,0.248031045832551,"Old",0.9,TRUE,0.952822220416554
"1",2000,2000-06-21,0.0255508858982661,"Old",1,TRUE,0.921920884802899
"1",2000,2000-06-21,0.696351358167682,"New",0.9,FALSE,0.970392337529464
"1",2000,2000-06-21,0.163268184663644,"New",1,FALSE,0.946496568118267
"1",2000,2000-06-21,0.231453897599097,"Old",0.9,FALSE,0.951749117428512
"1",2000,2000-06-21,0.0228418962888765,"Old",1,FALSE,0.920566944234945
"1",2011,2011-06-25,0.000653004047650278,"New",0.9,TRUE,0.881774720288731
"1",2011,2011-06-25,0.000125812935590959,"New",1,TRUE,0.865507917558228
"1",2011,2011-06-25,0.000307076494219791,"Old",0.9,TRUE,0.874228255826699
"1",2011,2011-06-25,4.94779576629162e-05,"Old",1,TRUE,0.856592102373078
"1",2011,2011-06-25,0.000503191462640878,"New",0.9,FALSE,0.879148526489386
"1",2011,2011-06-25,8.79033461764294e-05,"New",1,FALSE,0.862059298477808
"1",2011,2011-06-25,0.000259938749446007,"Old",0.9,FALSE,0.872583702677503
"1",2011,2011-06-25,3.94183664111431e-05,"Old",1,FALSE,0.854449274199025
"1",2011,2011-07-03,0.019188206374827,"New",0.9,TRUE,0.918483473172635
"1",2011,2011-07-03,0.00414600127938826,"New",1,TRUE,0.901119200404384
"1",2011,2011-07-03,0.00468018927496952,"Old",0.9,TRUE,0.902440499376336
"1",2011,2011-07-03,0.000867322247645444,"Old",1,TRUE,0.884659990296626
"1",2011,2011-07-03,0.0139851132789352,"New",0.9,FALSE,0.914766805952357
"1",2011,2011-07-03,0.00249367765583637,"New",1,FALSE,0.895655884302203
"1",2011,2011-07-03,0.00353486618869193,"Old",0.9,FALSE,0.899392065069266
"1",2011,2011-07-03,0.000595042425997142,"Old",1,FALSE,0.88083558764253
"1",2011,2011-07-09,0.00150838519919991,"New",0.9,TRUE,0.890367177106651
"1",2011,2011-07-09,0.000392515710914584,"New",1,TRUE,0.876664934965571
"1",2011,2011-07-09,0.00144067463987595,"Old",0.9,TRUE,0.889889143672271
"1",2011,2011-07-09,0.000335233855687703,"Old",1,TRUE,0.87509711916357
"1",2011,2011-07-09,0.00107405534648342,"New",0.9,FALSE,0.88685153068082
"1",2011,2011-07-09,0.000269872240623122,"New",1,FALSE,0.872953122935232
"1",2011,2011-07-09,0.00118725350952145,"Old",0.9,FALSE,0.887884352508514
"1",2011,2011-07-09,0.000268247677689909,"Old",1,FALSE,0.872893620241529
"1",2011,2011-07-16,0.062663729616475,"New",0.9,TRUE,0.933226813899251
"1",2011,2011-07-16,0.0196122632983474,"New",1,TRUE,0.918743329178701
"1",2011,2011-07-16,0.021842132753117,"Old",0.9,TRUE,0.920029438064939
"1",2011,2011-07-16,0.00598332196282276,"Old",1,TRUE,0.905142771234428
"1",2011,2011-07-16,0.049366904118478,"New",0.9,FALSE,0.9301314541501
"1",2011,2011-07-16,0.0132404622116184,"New",1,FALSE,0.91413175043361
"1",2011,2011-07-16,0.0176045614882702,"Old",0.9,FALSE,0.917463372736214
"1",2011,2011-07-16,0.00442920845182244,"Old",1,FALSE,0.901838637005015
"1",2012,2012-06-14,0.000413095738227483,"New",0.9,TRUE,0.877174384814663
"1",2012,2012-06-14,0.000248139823643325,"New",1,TRUE,0.872126639476427
"1",2012,2012-06-14,0.00053704603972387,"Old",0.9,TRUE,0.879802668677211
"1",2012,2012-06-14,0.000293049738333588,"Old",1,TRUE,0.873766096248408
"1",2012,2012-06-14,0.000327893606595208,"New",0.9,FALSE,0.874877655062207
"1",2012,2012-06-14,0.000199698326750556,"New",1,FALSE,0.869997361893681
"1",2012,2012-06-14,0.00045551454976124,"Old",0.9,FALSE,0.87815100819104
"1",2012,2012-06-14,0.000257279781854276,"Old",1,FALSE,0.872482487595938
"1",2012,2012-06-21,0.123929729513686,"New",0.9,TRUE,0.942519801834528
"1",2012,2012-06-21,0.0282289419133101,"New",1,TRUE,0.923134861265793
"1",2012,2012-06-21,0.068651175918866,"Old",0.9,TRUE,0.934430672112272
"1",2012,2012-06-21,0.0158749101646414,"Old",1,TRUE,0.916246603904825
"1",2012,2012-06-21,0.124380022068966,"New",0.9,FALSE,0.94257121771125
"1",2012,2012-06-21,0.0275046108342695,"New",1,FALSE,0.922817359570349
"1",2012,2012-06-21,0.0688741238100843,"Old",0.9,FALSE,0.934473652708222
"1",2012,2012-06-21,0.0160272431878344,"Old",1,FALSE,0.916358608557961
"1a",1975,1975-07-02,0.304441614039108,"New",0.9,TRUE,0.956069209474631
"1a",1975,1975-07-02,0.084030151253158,"New",1,TRUE,0.937138648854058
"1a",1975,1975-07-02,0.051988169794927,"Old",0.9,TRUE,0.93079686347224
"1a",1975,1975-07-02,0.00736073914971163,"Old",1,TRUE,0.907448762517608
"1a",1975,1975-07-02,0.273739321477491,"New",0.9,FALSE,0.954371879237632
"1a",1975,1975-07-02,0.0602930821215636,"New",1,FALSE,0.93272138664696
"1a",1975,1975-07-02,0.040288764050068,"Old",0.9,FALSE,0.927548388077414
"1a",1975,1975-07-02,0.00458352525007215,"Old",1,FALSE,0.902212417333456
"1a",1975,1975-07-09,0.136174324976352,"New",0.9,TRUE,0.943863126319295
"1a",1975,1975-07-09,0.0377147750129545,"New",1,TRUE,0.926719207683498
"1a",1975,1975-07-09,0.0227957468803279,"Old",0.9,TRUE,0.920542616794026
"1a",1975,1975-07-09,0.00500185264507874,"Old",1,TRUE,0.90316847329426
"1a",1975,1975-07-09,0.121612076968381,"New",0.9,FALSE,0.942252546457262
"1a",1975,1975-07-09,0.0311201424034573,"New",1,FALSE,0.924331737541049
"1a",1975,1975-07-09,0.0202608187560351,"Old",0.9,FALSE,0.919130833064073
"1a",1975,1975-07-09,0.00431884408852062,"Old",1,FALSE,0.901563633788385
"1a",1975,1975-07-16,0.348707559796012,"New",0.9,TRUE,0.958279534701698
"1a",1975,1975-07-16,0.168628926287378,"New",1,TRUE,0.946972109214244
"1a",1975,1975-07-16,0.137863752114689,"Old",0.9,TRUE,0.944040105584441
"1a",1975,1975-07-16,0.0529419181881703,"Old",1,TRUE,0.931031454485749
"1a",1975,1975-07-16,0.339089517668163,"New",0.9,FALSE,0.957820097213843
"1a",1975,1975-07-16,0.159508364495614,"New",1,FALSE,0.946154914955657
"1a",1975,1975-07-16,0.132785109490587,"Old",0.9,FALSE,0.943502227741726
"1a",1975,1975-07-16,0.050132922608,"Old",1,FALSE,0.930329154543682
"1a",1987,1987-06-14,0.991291238238334,"New",0.9,TRUE,0.977223553242895
