"Alt","Year","Hatch_Date","Retention","Develop_Mod","Drift_Mod","anoxic_layer","Long_Term_Growth_Rate"
"1a",1975,1975-07-09,0.239904017947278,"New",0.9,TRUE,0.952304000222191
"1a",1975,1975-07-16,0.484834403908558,"New",0.9,TRUE,0.963862191012612
"1a",1987,1987-06-14,0.999380945730658,"New",0.9,TRUE,0.977386650427655
"1a",1987,1987-06-07,0.484141211747604,"New",0.9,TRUE,0.963837247337097
"1a",1997,1997-07-02,0.926489300974865,"New",0.9,TRUE,0.975877526850102
"1a",2000,2000-06-21,0.00536322574227973,"New",0.9,TRUE,0.90393502750194
"1a",2011,2011-06-25,1.77474691830664e-05,"New",0.9,TRUE,0.847007556897173
"1a",2011,2011-07-02,0.000526069110679845,"New",0.9,TRUE,0.879595058959936
"1a",2011,2011-07-09,0.00078060718563982,"New",0.9,TRUE,0.883586007329317
"1a",2011,2011-07-16,0.00626489440149806,"New",0.9,TRUE,0.905652423909512
"1a",2012,2012-06-21,0.0142371265589887,"New",0.9,TRUE,0.914974578211405
"1b",1930,1930-06-22,0.0200140159220603,"New",0.9,TRUE,0.918984747474769
"1b",1930,1930-06-24,0.0442133446161085,"New",0.9,TRUE,0.928724060676982
"1b",1930,1930-06-26,0.0495197607520417,"New",0.9,TRUE,0.930171125607641
"1b",1949,1949-06-21,0.561755958252027,"New",0.9,TRUE,0.966464740912623
"1b",1949,1949-06-17,0.00413058073780427,"New",0.9,TRUE,0.901078695766633
"1b",1949,1949-06-24,0.16068471643131,"New",0.9,TRUE,0.946262552320757
"1b",1966,1966-06-21,0.0214154025004139,"New",0.9,TRUE,0.919793041965313
"1b",1975,1975-07-02,0.74615819739995,"New",0.9,TRUE,0.971690762459508
"1b",1975,1975-07-09,0.231236635402432,"New",0.9,TRUE,0.951734625025287
"1b",1975,1975-07-16,0.475517828746939,"New",0.9,TRUE,0.963524473270878
"1b",1975,1975-07-07,0.125118239201436,"New",0.9,TRUE,0.942655158114332
"1b",1976,1976-06-21,0.445456636261269,"New",0.9,TRUE,0.962396426062628
"1b",1980,1980-06-21,0.115928098927039,"New",0.9,TRUE,0.941577696466504
"1b",1980,1980-06-19,0.209652043379445,"New",0.9,TRUE,0.950233420050861
"1b",1980,1980-06-26,0.921365582905664,"New",0.9,TRUE,0.975767947413255
"1b",1980,1980-06-24,0.477264065293508,"New",0.9,TRUE,0.963588183250146
"1b",1983,1983-06-21,0.159430301359259,"New",0.9,TRUE,0.946147747801369
"1b",1983,1983-06-28,0.992382190377206,"New",0.9,TRUE,0.977245609330151
"1b",1983,1983-06-26,0.927150343020771,"New",0.9,TRUE,0.975891629295567
"1b",1983,1983-06-30,0.998599366010058,"New",0.9,TRUE,0.977370938640942
"1b",1985,1985-06-25,0.0460182296393976,"New",0.9,TRUE,0.929233154022968
"1b",1985,1985-06-21,0.00609775010113369,"New",0.9,TRUE,0.905352576155007
"1b",1985,1985-06-28,0.669808264811971,"New",0.9,TRUE,0.969669605414885
"1b",1985,1985-06-26,0.0326435391852221,"New",0.9,TRUE,0.924921832686683
"1b",1985,1985-06-30,0.951202170439613,"New",0.9,TRUE,0.976399397869536
"1b",1986,1986-06-07,0.201805546353977,"New",0.9,TRUE,0.949654833062465
"1b",1986,1986-06-14,0.999999989568193,"New",0.9,TRUE,0.977399087919975
"1b",1987,1987-06-21,0.582105729764347,"New",0.9,TRUE,0.967104378939896
"1b",1987,1987-06-18,0.411937723934252,"New",0.9,TRUE,0.961062220036745
"1b",1987,1987-06-25,0.75335011053307,"New",0.9,TRUE,0.97187245913964
"1b",1987,1987-06-23,0.569148250242755,"New",0.9,TRUE,0.966699240915909
"1b",1987,1987-06-27,0.901573824122912,"New",0.9,TRUE,0.975340067271249
"1b",1994,1994-06-21,0.492777388055825,"New",0.9,TRUE,0.964145945249638
"1b",1994,1994-06-14,0.0147927594742407,"New",0.9,TRUE,0.915420783220709
"1b",1994,1994-06-22,0.399345271920008,"New",0.9,TRUE,0.960537754637147
"1b",1994,1994-06-24,0.834741270754828,"New",0.9,TRUE,0.973837669557002
"1b",2000,2000-06-21,0.00338838239909509,"New",0.9,TRUE,0.898935804049526
"1b",2000,2000-06-14,0.0313834421097431,"New",0.9,TRUE,0.924435597171974
"1b",2000,2000-06-23,0.995988483703603,"New",0.9,TRUE,0.977318382449843
"1b",2011,2011-06-25,1.68473078091266e-05,"New",0.9,TRUE,0.846526350751521
"1b",2011,2011-07-02,0.000499027600870651,"New",0.9,TRUE,0.879065143107734
"1b",2011,2011-07-09,0.000609785287136728,"New",0.9,TRUE,0.881082595272741
"1b",2011,2011-07-16,0.00586958327069194,"New",0.9,TRUE,0.904930425187418
"1b",2012,2012-06-21,0.014573672951949,"New",0.9,TRUE,0.915246745602726
"2",1975,1975-07-02,0.938868695650444,"New",0.9,TRUE,0.976140309665275
"2",1975,1975-07-09,0.231538123674053,"New",0.9,TRUE,0.951754732587609
"2",1975,1975-07-07,0.12556671382898,"New",0.9,TRUE,0.942705941269187
"2",1976,1976-06-21,0.393039975256133,"New",0.9,TRUE,0.960269986485802
"2",1980,1980-06-21,0.489497427474582,"New",0.9,TRUE,0.964029229453436
"2",1980,1980-06-14,0.195761539590579,"New",0.9,TRUE,0.949195870146204
"2",1980,1980-06-26,0.999999999988417,"New",0.9,TRUE,0.97739908812928
"2",1983,1983-06-21,0.198961671944222,"New",0.9,TRUE,0.949440367571082
"2",1983,1983-06-14,0.036921068605335,"New",0.9,TRUE,0.926453084098173
"2",1983,1983-06-26,0.982682653907777,"New",0.9,TRUE,0.977048833524515
"2",1985,1985-06-21,0.0372476303327071,"New",0.9,TRUE,0.92656320482324
"2",1985,1985-06-14,0.00506709412712156,"New",0.9,TRUE,0.903310678528511
"2",1985,1985-06-26,0.984221430154378,"New",0.9,TRUE,0.977080153228482
"2",1986,1986-06-14,0.999999986714035,"New",0.9,TRUE,0.977399087862648
"2",1986,1986-06-07,0.0587818019916645,"New",0.9,TRUE,0.932389756306906
"2",1986,1986-06-16,0.99999999998605,"New",0.9,TRUE,0.977399088129228
"2",1987,1987-06-21,0.841410303280268,"New",0.9,TRUE,0.973991806168741
"2",1987,1987-06-07,0.257989199442394,"New",0.9,TRUE,0.953437925128033
"2",1987,1987-06-10,0.511098857693956,"New",0.9,TRUE,0.96478646040913
"2",1987,1987-06-15,0.675951729338274,"New",0.9,TRUE,0.969838907328125
"2",1987,1987-06-17,0.782328984479068,"New",0.9,TRUE,0.972590797129073
"2",1987,1987-06-19,0.736188109348708,"New",0.9,TRUE,0.971436541567252
"2",1997,1997-07-02,0.933626433543096,"New",0.9,TRUE,0.976029367588137
"2",2000,2000-06-21,0.00837205627411225,"New",0.9,TRUE,0.90889472867462
"2",2011,2011-06-25,1.50055340329435e-05,"New",0.9,TRUE,0.845457854753145
"2",2011,2011-07-02,0.000499341650268846,"New",0.9,TRUE,0.879071455573767
"2",2011,2011-07-09,0.000732834195465886,"New",0.9,TRUE,0.882943933265935
"2",2011,2011-07-16,0.00795061840842557,"New",0.9,TRUE,0.908313370469188
"2",2012,2012-06-21,0.0269037370455291,"New",0.9,TRUE,0.92254807238277
"2a",1975,1975-07-02,0.896078174598276,"New",0.9,TRUE,0.975219933206984
"2a",1975,1975-07-09,0.244976577335577,"New",0.9,TRUE,0.952629166125836
"2a",1975,1975-07-07,0.136037326630913,"New",0.9,TRUE,0.943848690980884
"2a",1987,1987-06-14,0.980201521506115,"New",0.9,TRUE,0.976998251537058
"2a",1987,1987-06-07,0.443579124972413,"New",0.9,TRUE,0.962323918315247
"2a",1987,1987-06-18,0.999760388919811,"New",0.9,TRUE,0.977394274716977
"2a",1997,1997-07-07,0.988308707754635,"New",0.9,TRUE,0.97716315634189
"2a",2000,2000-06-21,0.0082942700643079,"New",0.9,TRUE,0.908789535949175
"2a",2011,2011-06-25,1.7761547585948e-05,"New",0.9,TRUE,0.847014891337046
"2a",2011,2011-07-02,0.000537844279033226,"New",0.9,TRUE,0.879817605203408
"2a",2011,2011-07-09,0.000928337766200422,"New",0.9,TRUE,0.885355163132523
"2a",2011,2011-07-16,0.0105363098539039,"New",0.9,TRUE,0.911503701454503
"2b",1930,1930-06-22,0.0236193229787461,"New",0.9,TRUE,0.920970067821202
"2b",1930,1930-06-24,0.0493669178098759,"New",0.9,TRUE,0.930131457708468
"2b",1930,1930-06-26,0.0811361106330177,"New",0.9,TRUE,0.936664897583867
"2b",1949,1949-06-21,0.412862763120014,"New",0.9,TRUE,0.96110022232979
"2b",1949,1949-06-16,0.00190877651899482,"New",0.9,TRUE,0.892830733184936
"2b",1949,1949-06-23,0.550564027037528,"New",0.9,TRUE,0.966104888281864
"2b",1966,1966-06-21,0.0241406519921649,"New",0.9,TRUE,0.921233576750379
"2b",1966,1966-06-25,0.195303766685979,"New",0.9,TRUE,0.94916061544014
"2b",1966,1966-07-02,0.999999996608076,"New",0.9,TRUE,0.977399088061381
"2b",1975,1975-07-02,0.904273620720773,"New",0.9,TRUE,0.975398871333843
"2b",1975,1975-07-09,0.232742169123937,"New",0.9,TRUE,0.951834814129604
"2b",1975,1975-07-07,0.192451724865336,"New",0.9,TRUE,0.948939358545157
"2b",1976,1976-06-21,0.445734049541191,"New",0.9,TRUE,0.962407118179083
"2b",1980,1980-06-21,0.112020489026775,"New",0.9,TRUE,0.941096686386843
"2b",1980,1980-06-18,0.198734621624017,"New",0.9,TRUE,0.949423131967301
"2b",1980,1980-06-25,0.662910759888394,"New",0.9,TRUE,0.969478026134299
"2b",1980,1980-06-23,0.322176323239062,"New",0.9,TRUE,0.956985113839362
"2b",1980,1980-06-27,0.775984699325214,"New",0.9,TRUE,0.972435376450764
"2b",1982,1982-06-21,0.999855802454974,"New",0.9,TRUE,0.97739619153533
"2b",1983,1983-06-21,0.153513366207308,"New",0.9,TRUE,0.945595438763155
"2b",1983,1983-06-18,0.0491372958333803,"New",0.9,TRUE,0.930071653323322
"2b",1983,1983-06-25,0.930473418627441,"New",0.9,TRUE,0.9759624019833
"2b",1983,1983-06-23,0.508972660825277,"New",0.9,TRUE,0.964713100886771
"2b",1983,1983-06-27,0.997714899566732,"New",0.9,TRUE,0.977353146820077
"2b",1985,1985-06-21,0.0051380601159413,"New",0.9,TRUE,0.903463398792147
"2b",1985,1985-06-18,0.00716257616561577,"New",0.9,TRUE,0.90714355300125
"2b",1985,1985-06-23,0.0127283768491609,"New",0.9,TRUE,0.913675326717733
"2b",1985,1985-06-25,0.0340874853705517,"New",0.9,TRUE,0.925458277681265
"2b",1985,1985-06-27,0.0950228125956953,"New",0.9,TRUE,0.938815166176304
"2b",1986,1986-06-14,0.999999991230373,"New",0.9,TRUE,0.977399087953374
"2b",1986,1986-06-07,0.122185359084385,"New",0.9,TRUE,0.942319066133061
"2b",1986,1986-06-17,0.999999999479695,"New",0.9,TRUE,0.977399088119058
"2b",1986,1986-06-15,0.99999999995778,"New",0.9,TRUE,0.977399088128663
"2b",1987,1987-06-21,0.501843795122571,"New",0.9,TRUE,0.964465294481177
"2b",1987,1987-06-18,0.455096254875644,"New",0.9,TRUE,0.962764789625575
"2b",1987,1987-06-25,0.746910441483635,"New",0.9,TRUE,0.971709832731975
"2b",1987,1987-06-23,0.592944854965486,"New",0.9,TRUE,0.967437699993206
"2b",1997,1997-07-02,0.926425840370191,"New",0.9,TRUE,0.975876172583031
"2b",2000,2000-06-21,0.00536146029925512,"New",0.9,TRUE,0.903931403352576
"2b",2000,2000-06-14,0.0734252047334112,"New",0.9,TRUE,0.935324859128156
"2b",2011,2011-06-25,1.51497616251048e-05,"New",0.9,TRUE,0.845546047439687
"2b",2011,2011-07-02,0.000514184534440997,"New",0.9,TRUE,0.879365495252165
"2b",2011,2011-07-09,0.000741367506635545,"New",0.9,TRUE,0.883061536917955
"2b",2011,2011-07-16,0.0102415914297694,"New",0.9,TRUE,0.911179883070538
"2b",2012,2012-06-21,0.014699892362481,"New",0.9,TRUE,0.915347307641551
"NA",1953,1953-07-14,0.0240512732576228,"New",0.9,TRUE,0.921188775763638
"NA",1975,1975-07-02,0.904145719940736,"New",0.9,TRUE,0.975396088687308
"NA",1975,1975-07-09,0.232333609704951,"New",0.9,TRUE,0.951807680270001
"NA",1975,1975-07-16,0.477207808507113,"New",0.9,TRUE,0.963586133749461
"NA",1975,1975-07-07,0.191968173092972,"New",0.9,TRUE,0.948901566637104
"NA",1976,1976-06-21,0.445982104011366,"New",0.9,TRUE,0.962416674108034
"NA",1997,1997-07-02,0.926365793206985,"New",0.9,TRUE,0.975874891091936
"NA",2011,2011-06-25,1.58360669490111e-05,"New",0.9,TRUE,0.845954743467148
"NA",2011,2011-07-02,0.000537844279033226,"New",0.9,TRUE,0.879817605203408
"NA",2011,2011-07-09,0.000786456532308201,"New",0.9,TRUE,0.883661996765247
"NA",2011,2011-07-16,0.00788923815464153,"New",0.9,TRUE,0.908226281162964
"1",1930,1930-06-17,0.00610852714809381,"New",1,TRUE,0.905372143194044
"1",1930,1930-06-24,0.0205477655666901,"New",1,TRUE,0.91929861822453
"1",1966,1966-06-21,0.138604973048989,"New",1,TRUE,0.944117157370671
"1",1966,1966-06-25,0.950743082023882,"New",1,TRUE,0.976389801724047
"1",1966,1966-07-02,0.999975922755269,"New",1,TRUE,0.9773986044965
"1",1975,1975-07-02,0.699298030725462,"New",1,TRUE,0.970471197317903
"1",1975,1975-07-09,0.0725669817820268,"New",1,TRUE,0.935168025334871
"1",1975,1975-07-07,0.0544273014013325,"New",1,TRUE,0.931389308211832
"1",1975,1975-07-16,0.249021268327821,"New",1,TRUE,0.95288437358948
"1",1976,1976-06-21,0.158360556180887,"New",1,TRUE,0.946049224518558
"1",1980,1980-06-21,0.148218043396897,"New",1,TRUE,0.945085261421987
"1",1980,1980-06-18,0.105537699996201,"New",1,TRUE,0.940265101734916
"1",1980,1980-06-25,0.999855205591002,"New",1,TRUE,0.977396179545031
"1",1983,1983-06-21,0.131027537088042,"New",1,TRUE,0.943311895264208
"1",1983,1983-06-18,0.0283729654639685,"New",1,TRUE,0.923197096732169
"1",1983,1983-06-23,0.534660193611074,"New",1,TRUE,0.965583154223786
"1",1983,1983-06-25,0.925416162714623,"New",1,TRUE,0.975854615865457
"1",1985,1985-06-21,0.00373974752206451,"New",1,TRUE,0.900000832457836
"1",1985,1985-06-18,0.00259663819525267,"New",1,TRUE,0.896086233932158
"1",1985,1985-06-25,0.106127923066373,"New",1,TRUE,0.940342648232517
"1",1986,1986-06-14,0.999975886455446,"New",1,TRUE,0.97739860376736
"1",1986,1986-06-10,0.220027784973472,"New",1,TRUE,0.950970725888434
"1",1986,1986-06-17,0.999992853909126,"New",1,TRUE,0.977398944588915
"1",1987,1987-06-21,0.852289639052976,"New",1,TRUE,0.974241175182284
"1",1987,1987-06-10,0.276472433749293,"New",1,TRUE,0.954529303457937
"1",1987,1987-06-15,0.4155348564619,"New",1,TRUE,0.961209603241952
"1",1987,1987-06-17,0.557152763680294,"New",1,TRUE,0.966317447197707
"1",1987,1987-06-18,0.565881451484197,"New",1,TRUE,0.966595917791854
"1",1987,1987-06-25,0.992327101218066,"New",1,TRUE,0.977244496037366
"1",1997,1997-07-02,0.773753469060305,"New",1,TRUE,0.972380474686568
"1",2000,2000-06-14,1.09732163045296e-05,"New",1,TRUE,0.842581513113766
"1",2000,2000-06-21,0.0946268866358811,"New",1,TRUE,0.938757845430256
"1",2011,2011-06-25,3.35977330554113e-06,"New",1,TRUE,0.831854583245359
"1",2011,2011-07-02,0.000111661585058511,"New",1,TRUE,0.864356918538405
"1",2011,2011-07-09,0.000245033373467563,"New",1,TRUE,0.872002786729022
"1",2011,2011-07-16,0.0030336274589956,"New",1,TRUE,0.897747624111601
"1",2012,2012-06-21,0.0116909450489368,"New",1,TRUE,0.912695357285547
"1a",1975,1975-07-02,0.5528769879822,"New",1,TRUE,0.966179741139745
"1a",1975,1975-07-07,0.053970913888372,"New",1,TRUE,0.931280306076932
"1a",1975,1975-07-09,0.0720541838719496,"New",1,TRUE,0.93507352160812
"1a",1975,1975-07-16,0.247680027133065,"New",1,TRUE,0.952800137552487
"1a",1987,1987-06-14,0.984035424986012,"New",1,TRUE,0.977076369406787
"1a",1987,1987-06-07,0.291722202430612,"New",1,TRUE,0.955384342084604
"1a",1997,1997-07-02,0.773886823763988,"New",1,TRUE,0.972383759576087
"1a",2000,2000-06-21,0.00222396350300254,"New",1,TRUE,0.894442258975322
"1a",2011,2011-06-25,3.34463119738344e-06,"New",1,TRUE,0.831814080766826
"1a",2011,2011-07-02,0.000106718072572584,"New",1,TRUE,0.863921006259399
"1a",2011,2011-07-09,0.000198625729137019,"New",1,TRUE,0.869944719010957
"1a",2011,2011-07-16,0.00174364662921113,"New",1,TRUE,0.891881218908233
"1a",2012,2012-06-21,0.00458956518580329,"New",1,TRUE,0.902226802223728
"1b",1930,1930-06-22,0.0114321963699246,"New",1,TRUE,0.912438241409307
"1b",1930,1930-06-24,0.0218254715848896,"New",1,TRUE,0.920020288875466
"1b",1930,1930-06-26,0.0260963938084783,"New",1,TRUE,0.922177387507654
"1b",1949,1949-06-21,0.162057146263763,"New",1,TRUE,0.946387271958102
"1b",1949,1949-06-17,0.00166079326748979,"New",1,TRUE,0.891371731593129
"1b",1949,1949-06-24,0.0309497891465416,"New",1,TRUE,0.924264110147247
"1b",1966,1966-06-21,0.00767956064153731,"New",1,TRUE,0.907923874639992
"1b",1975,1975-07-02,0.364138187273927,"New",1,TRUE,0.958995039631813
"1b",1975,1975-07-09,0.068604993260362,"New",1,TRUE,0.934421753233189
"1b",1975,1975-07-16,0.240821807376729,"New",1,TRUE,0.952363263001186
"1b",1975,1975-07-07,0.0295036635274043,"New",1,TRUE,0.923675833344169
"1b",1976,1976-06-21,0.157787204075188,"New",1,TRUE,0.945996181325032
"1b",1980,1980-06-21,0.0251355363833329,"New",1,TRUE,0.921722171384719
"1b",1980,1980-06-19,0.0408965960753631,"New",1,TRUE,0.92773712346852
"1b",1980,1980-06-26,0.563600432399406,"New",1,TRUE,0.966523485450191
"1b",1980,1980-06-24,0.148068102518037,"New",1,TRUE,0.94507058625527
"1b",1983,1983-06-21,0.0690517720766793,"New",1,TRUE,0.934507811119353
"1b",1983,1983-06-28,0.923822794637982,"New",1,TRUE,0.975820559284402
"1b",1983,1983-06-26,0.719880174740455,"New",1,TRUE,0.97101469859845
"1b",1983,1983-06-30,0.965616261496826,"New",1,TRUE,0.976698838945488
"1b",1985,1985-06-25,0.0097476887692471,"New",1,TRUE,0.910617027201392
"1b",1985,1985-06-21,0.0016510527330886,"New",1,TRUE,0.891310236562534
"1b",1985,1985-06-28,0.252960004917683,"New",1,TRUE,0.953129540332925
"1b",1985,1985-06-26,0.00759257745834028,"New",1,TRUE,0.907796128083205
"1b",1985,1985-06-30,0.53968216446495,"New",1,TRUE,0.965749252455904
"1b",1986,1986-06-07,0.0568282075148298,"New",1,TRUE,0.931949487187976
"1b",1986,1986-06-14,0.999984056625883,"New",1,TRUE,0.977398767880364
"1b",1987,1987-06-21,0.354587453424473,"New",1,TRUE,0.958555230688705
"1b",1987,1987-06-18,0.216685003157802,"New",1,TRUE,0.950736488928134
"1b",1987,1987-06-25,0.539520601919139,"New",1,TRUE,0.965743928526656
"1b",1987,1987-06-23,0.350237655249938,"New",1,TRUE,0.95835164819358
"1b",1987,1987-06-27,0.746433774947325,"New",1,TRUE,0.971697750462394
"1b",1994,1994-06-21,0.140830465321835,"New",1,TRUE,0.944346364217471
"1b",1994,1994-06-14,0.00306205481518546,"New",1,TRUE,0.897847606949422
"1b",1994,1994-06-22,0.105162725299566,"New",1,TRUE,0.940215636757943
"1b",1994,1994-06-24,0.38216172261859,"New",1,TRUE,0.959799537023794
"1b",2000,2000-06-21,0.00136988578471577,"New",1,TRUE,0.889365673075566
"1b",2000,2000-06-14,0.00380031943543311,"New",1,TRUE,0.900174721196033
"1b",2000,2000-06-23,0.842178581200428,"New",1,TRUE,0.974009500199214
"1b",2011,2011-06-25,3.15054263398876e-06,"New",1,TRUE,0.831278346473183
"1b",2011,2011-07-02,0.000100535232693726,"New",1,TRUE,0.863347203476574
"1b",2011,2011-07-09,0.00015160947364803,"New",1,TRUE,0.867313893303461
"1b",2011,2011-07-16,0.0016196730682679,"New",1,TRUE,0.891109727164132
"1b",2012,2012-06-21,0.00527825034732835,"New",1,TRUE,0.903759288971617
"2",1975,1975-07-02,0.686100602787962,"New",1,TRUE,0.970115895696164
"2",1975,1975-07-09,0.0687423813428338,"New",1,TRUE,0.934448270081868
"2",1975,1975-07-07,0.0296416359920436,"New",1,TRUE,0.923733090571669
"2",1976,1976-06-21,0.128854990344006,"New",1,TRUE,0.943073516024244
"2",1980,1980-06-21,0.170329501981905,"New",1,TRUE,0.947120234590532
"2",1980,1980-06-14,0.0453345348193632,"New",1,TRUE,0.929042479458633
"2",1980,1980-06-26,0.999999516849894,"New",1,TRUE,0.977399078424691
"2",1983,1983-06-21,0.0689149094097207,"New",1,TRUE,0.93448150198767
"2",1983,1983-06-14,0.00890548523450252,"New",1,TRUE,0.909592200407482
"2",1983,1983-06-26,0.833704566974744,"New",1,TRUE,0.973813620849426
"2",1985,1985-06-21,0.0084060133856799,"New",1,TRUE,0.9089403610214
"2",1985,1985-06-14,0.00140402872018138,"New",1,TRUE,0.889621325733829
"2",1985,1985-06-26,0.78487654783326,"New",1,TRUE,0.972652923094192
"2",1986,1986-06-14,0.999982938588436,"New",1,TRUE,0.977398745422568
"2",1986,1986-06-07,0.015366745797116,"New",1,TRUE,0.91586557697204
"2",1986,1986-06-16,0.99999980425269,"New",1,TRUE,0.977399084197624
"2",1987,1987-06-21,0.678064282280042,"New",1,TRUE,0.969896838835726
"2",1987,1987-06-07,0.133108157936573,"New",1,TRUE,0.94353697192539
"2",1987,1987-06-10,0.283174424525437,"New",1,TRUE,0.954909848123369
"2",1987,1987-06-15,0.451304904738551,"New",1,TRUE,0.96262068131261
"2",1987,1987-06-17,0.567124266066156,"New",1,TRUE,0.966635282808046
"2",1987,1987-06-19,0.53878594950645,"New",1,TRUE,0.965719703324078
"2",1997,1997-07-02,0.786506304917063,"New",1,TRUE,0.972692582516632
"2",2000,2000-06-21,0.00356130216189435,"New",1,TRUE,0.899472479180801
"2",2011,2011-06-25,2.84269386661223e-06,"New",1,TRUE,0.830358203659724
"2",2011,2011-07-02,0.00010060935051813,"New",1,TRUE,0.863354283776867
"2",2011,2011-07-09,0.000185076752350661,"New",1,TRUE,0.869254805082287
"2",2011,2011-07-16,0.00218434948488318,"New",1,TRUE,0.894252223688636
"2",2012,2012-06-21,0.00928871348451023,"New",1,TRUE,0.910069369598483
"2a",1975,1975-07-02,0.572558854149226,"New",1,TRUE,0.966806599628697
"2a",1975,1975-07-09,0.074426655202839,"New",1,TRUE,0.935505807429936
"2a",1975,1975-07-07,0.0329122462599705,"New",1,TRUE,0.925023287182627
"2a",1987,1987-06-14,0.894875649243575,"New",1,TRUE,0.975193568117558
"2a",1987,1987-06-07,0.2725855823661,"New",1,TRUE,0.954305026853809
"2a",1987,1987-06-18,0.993992068671229,"New",1,TRUE,0.977278121658261
"2a",1997,1997-07-07,0.933665078384794,"New",1,TRUE,0.9760301872361
"2a",2000,2000-06-21,0.00364552623320852,"New",1,TRUE,0.899724929499483
"2a",2011,2011-06-25,3.34760749001266e-06,"New",1,TRUE,0.831822056033085
"2a",2011,2011-07-02,0.000111339943828902,"New",1,TRUE,0.864329134814641
"2a",2011,2011-07-09,0.000244339824555911,"New",1,TRUE,0.871974926763019
"2a",2011,2011-07-16,0.00302671977302698,"New",1,TRUE,0.897723193587909
"2b",1930,1930-06-22,0.013405320009885,"New",1,TRUE,0.914275175193146
"2b",1930,1930-06-24,0.0263109332073491,"New",1,TRUE,0.922276912365879
"2b",1930,1930-06-26,0.0427735701229633,"New",1,TRUE,0.928304215161123
"2b",1949,1949-06-21,0.110920650553979,"New",1,TRUE,0.94095864063306
"2b",1949,1949-06-16,0.000930011398200374,"New",1,TRUE,0.885373603041143
"2b",1949,1949-06-23,0.126718655794029,"New",1,TRUE,0.942835657717148
"2b",1966,1966-06-21,0.00953875012221652,"New",1,TRUE,0.910370797539864
"2b",1966,1966-06-25,0.053882519443241,"New",1,TRUE,0.93125909798768
"2b",1966,1966-07-02,0.999986690340981,"New",1,TRUE,0.977398820783181
"2b",1975,1975-07-02,0.603527709936399,"New",1,TRUE,0.967758408582273
